answer_sheet_detail_id,answer_sheet_id,question_id,answer_id,no,answer_content,answer_file,answer_correct,created_at,updated_at,active_flag
44,2,27,,14,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
45,2,23,,15,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
46,2,33,,16,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
47,2,18,,17,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
48,2,16,,18,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
49,2,20,,19,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
50,2,31,,20,,,0,2013-10-17 03:13:00 UTC,2013-10-17 03:13:00 UTC,1
51,2,35,,21,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
52,2,28,,22,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
53,2,24,,23,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
54,2,19,,24,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
55,2,21,,25,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
56,2,26,,26,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
57,2,34,,27,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
58,2,32,,28,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
59,2,25,,29,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
60,2,17,,30,,,0,2013-10-17 03:13:01 UTC,2013-10-17 03:13:01 UTC,1
61,3,10,28,1,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
62,3,11,30,2,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
63,3,7,16,3,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
64,3,12,34,4,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
65,3,9,25,5,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
66,3,15,49,6,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
67,3,13,40,7,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
68,3,6,13,8,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
69,3,14,43,9,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
70,3,8,21,10,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
71,3,22,77,11,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
72,3,32,114,12,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
73,3,20,68,13,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
74,3,17,56,14,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
75,3,26,93,15,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
76,3,35,129,16,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
77,3,30,106,17,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
78,3,34,124,18,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
79,3,23,78,19,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
80,3,28,99,20,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
81,3,31,111,21,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
82,3,21,70,22,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
83,3,19,63,23,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
84,3,29,102,24,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
85,3,24,84,25,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
86,3,16,51,26,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
87,3,33,118,27,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
88,3,25,89,28,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
89,3,18,59,29,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
90,3,27,95,30,,,0,2013-10-17 03:16:51 UTC,2013-10-17 03:39:16 UTC,1
91,4,15,49,1,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
92,4,9,25,2,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
93,4,10,28,3,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
94,4,12,34,4,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
95,4,13,40,5,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
96,4,14,43,6,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
97,4,6,13,7,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
98,4,7,16,8,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
99,4,8,21,9,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
100,4,11,30,10,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
101,4,27,95,11,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
102,4,28,99,12,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
103,4,23,78,13,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
104,4,31,111,14,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
105,4,16,50,15,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
106,4,22,77,16,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
107,4,34,124,17,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
108,4,20,68,18,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
109,4,24,84,19,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
110,4,18,59,20,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
111,4,32,114,21,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
112,4,25,89,22,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
113,4,33,120,23,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
114,4,30,106,24,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
115,4,19,63,25,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
116,4,29,102,26,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
117,4,26,90,27,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
118,4,35,129,28,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
119,4,17,54,29,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
120,4,21,70,30,,,0,2013-10-17 03:23:23 UTC,2013-10-17 03:47:37 UTC,1
121,5,12,34,1,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:37 UTC,1
122,5,10,26,2,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:37 UTC,1
123,5,11,,3,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
124,5,13,,4,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
125,5,9,,5,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
126,5,6,,6,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
127,5,15,,7,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
128,5,8,,8,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
129,5,7,,9,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
130,5,14,,10,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
131,5,29,,11,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
132,5,20,,12,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
133,5,16,,13,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
134,5,31,,14,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
135,5,23,,15,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
136,5,19,,16,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
137,5,24,,17,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
138,5,21,,18,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
139,5,35,,19,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
140,5,26,,20,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
141,5,33,,21,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
142,5,22,,22,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
143,5,34,,23,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
144,5,25,,24,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
145,5,30,,25,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
146,5,32,,26,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
147,5,28,,27,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
148,5,17,,28,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
149,5,18,,29,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
150,5,27,,30,,,0,2013-10-17 03:24:29 UTC,2013-10-17 03:24:29 UTC,1
151,6,1,,1,,,0,2013-10-17 03:32:37 UTC,2013-10-17 03:32:37 UTC,1
152,6,3,,2,,,0,2013-10-17 03:32:37 UTC,2013-10-17 03:32:37 UTC,1
153,6,5,,3,,,0,2013-10-17 03:32:37 UTC,2013-10-17 03:32:37 UTC,1
154,7,11,31,1,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
155,7,7,16,2,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
156,7,13,40,3,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
157,7,14,43,4,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
158,7,10,28,5,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
159,7,15,49,6,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
160,7,9,23,7,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
161,7,8,21,8,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
162,7,12,35,9,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
163,7,6,13,10,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
164,7,30,106,11,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
165,7,31,113,12,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
166,7,19,63,13,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
167,7,26,90,14,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
168,7,25,88,15,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
169,7,16,51,16,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
170,7,34,124,17,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
171,7,20,68,18,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
172,7,18,58,19,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
173,7,32,114,20,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
174,7,17,56,21,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
175,7,23,78,22,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
176,7,22,77,23,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
177,7,28,101,24,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
178,7,24,84,25,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
179,7,27,97,26,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
180,7,33,118,27,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
181,7,21,70,28,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
182,7,35,129,29,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
183,7,29,104,30,,,0,2013-10-17 04:05:52 UTC,2013-10-17 04:32:11 UTC,1
184,8,6,13,1,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
185,8,11,30,2,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:53 UTC,1
186,8,15,49,3,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
187,8,8,18,4,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
188,8,7,16,5,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
189,8,12,35,6,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
190,8,14,43,7,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
191,8,9,25,8,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
192,8,13,40,9,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
193,8,10,28,10,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
194,8,33,118,11,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
195,8,25,89,12,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
196,8,20,68,13,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
197,8,18,58,14,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
198,8,21,73,15,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:31:03 UTC,1
199,8,23,78,16,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
200,8,24,84,17,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
201,8,30,107,18,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
202,8,27,95,19,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
203,8,31,111,20,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
204,8,35,129,21,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
205,8,34,125,22,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
206,8,22,77,23,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
207,8,29,104,24,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
208,8,19,62,25,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
209,8,16,51,26,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
210,8,17,56,27,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
211,8,32,116,28,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
212,8,28,99,29,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
213,8,26,90,30,,,0,2013-10-17 04:09:31 UTC,2013-10-17 04:28:04 UTC,1
214,9,14,43,1,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
215,9,12,35,2,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
216,9,8,21,3,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
217,9,6,13,4,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
218,9,9,23,5,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
219,9,11,32,6,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
220,9,15,47,7,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
221,9,7,16,8,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
222,9,10,28,9,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
223,9,13,40,10,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
224,9,23,78,11,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
225,9,28,100,12,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
226,9,29,103,13,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
227,9,17,57,14,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
228,9,35,129,15,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
229,9,31,111,16,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
230,9,25,87,17,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
231,9,22,77,18,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
232,9,26,92,19,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
233,9,33,121,20,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
234,9,34,122,21,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
235,9,21,71,22,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
236,9,16,51,23,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
237,9,24,84,24,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
238,9,20,68,25,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
239,9,30,107,26,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
240,9,18,59,27,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
241,9,32,116,28,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
242,9,27,97,29,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
243,9,19,62,30,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:33:19 UTC,1
244,10,7,16,1,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
245,10,12,34,2,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
246,10,8,18,3,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
247,10,11,31,4,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
248,10,13,40,5,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
249,10,10,28,6,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
250,10,15,49,7,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
251,10,9,25,8,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
252,10,14,43,9,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
253,10,6,13,10,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
254,10,26,90,11,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
255,10,20,68,12,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
256,10,31,111,13,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
257,10,35,129,14,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
258,10,17,56,15,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
259,10,29,102,16,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
260,10,32,114,17,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
261,10,16,51,18,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
262,10,27,95,19,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
263,10,22,77,20,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
264,10,30,106,21,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
265,10,23,78,22,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
266,10,33,118,23,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
267,10,18,58,24,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
268,10,24,84,25,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
269,10,34,124,26,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
270,10,21,73,27,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
271,10,28,99,28,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
272,10,25,89,29,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
273,10,19,62,30,,,0,2013-10-17 04:09:33 UTC,2013-10-17 04:29:56 UTC,1
274,11,12,34,1,,,0,2013-10-17 04:09:35 UTC,2013-10-17 04:21:15 UTC,1
275,11,7,16,2,,,0,2013-10-17 04:09:35 UTC,2013-10-17 04:21:15 UTC,1
276,11,14,43,3,,,0,2013-10-17 04:09:35 UTC,2013-10-17 04:21:15 UTC,1
277,11,10,28,4,,,0,2013-10-17 04:09:35 UTC,2013-10-17 04:21:15 UTC,1
278,11,6,13,5,,,0,2013-10-17 04:09:35 UTC,2013-10-17 04:21:15 UTC,1
279,11,9,25,6,,,0,2013-10-17 04:09:35 UTC,2013-10-17 04:21:15 UTC,1
